Committee ID,Committee Name,Org type,Smaller Categories,Larger Categories,source,Connected Organization,country of origin
C00700468,"ASCENSUS GROUP, LLC POLITICAL ACTION COMMITTEE (ASCENSUS PAC)",C,Financial Services,Wall Street,,,
C00701631,BASCOM HUNTER TECHNOLOGIES INC EMPLOYEE ACTION FUND,C,,Defense ,,,
C00702308,ADVANCE FINANCIAL ADMINISTRATION LLC PAC,C,Loan Services ,Wall Street,,,
C00704445,"IRAQ AND AFGHANISTAN VETERANS OF AMERICA ACTION FUND, INC. PAC",C,Veteran Affairs,Defense ,,,
C00706218,ERICKSON INCORPORATED HELICOPTERS FOR AMERICA,C,Aerospace,Manufacturing,,,
C00708081,"AFFIRM, INC. FOR POSITIVE POLICY",C,FinTech,Wall Street,,,
C00708958,UNIT CORPORATION FEDERAL POLITICAL ACTION COMMITTEE (OR UNIT CORPORATION FEDERAL PAC),C,Gas/Oil,Fossil Fuels,,,
C00709956,NAMMO INC EMPLOYEE POLITICAL ACTION COMMITTEE,C,Aerospace,Defense ,,,
C00722165,ELANCO US INC POLITICAL ACTION COMMITTEE (''ELANCO PAC''),C,Animals ,Health Care,,,
C00722223,BETTER HOLDCO INC. PAC,C,Mortgage,Wall Street,,,
C00723551,"FORESCOUT TECHNOLOGIES, INC. PAC",C,Cybersecurity,Big Tech,,,
C00731414,"AMENTUM SERVICES, INC. PAC",C,Government and commercial services,Contracting,,,
C00733527,NEUROCRINE BIOSCIENCES PAC INC.,C,BioTech,Health Care,,,
C00733725,SABIC INNOVATIVE PLASTICS US LLC PAC (SABIC EMPLOYEES PAC),C,Chemicals,Manufacturing ,,,
C00736900,HEARTLAND FUND PAC,C,Rural,Infrastructure ,,,
C00737114,HAWKEYE 360 EMPLOYEE ACTION FUND,C,Aerospace technology,Defense,,,
C00739532,PRIME AE GROUP FEDERAL PAC,C,"Construction, Engineering, architecture",Consulting,,,
C00740498,HANNOVER LIFE REASSURANCE COMPANY OF AMERICA PAC,C,Insurance ,Wall Street,,,
C00741702,ENERGY HARBOR CORP. POLITICAL ACTION COMMITTEE (AKA ENERGY HARBOR PAC OR EH PAC),C,Nuclear ,Energy,,,
C00742239,OTIS WORLDWIDE CORPORATION POLITICAL ACTION COMMITTEE,C,"Elevators, moving walkways, escalators",Manufacturing ,,,
C00743344,VILLAGEMD PAC,C,Physician Association,Health Care,,,
C00743468,HOLTEC INTERNATIONAL ENERGY PAC,C,Nuclear ,Energy,,,
C00744425,"PEOPLETEC, INC. POLITICAL ACTION COMMITTEE (PEOPLETEC PAC)",C,Engineering,Consulting,,,
C00748277,SPOWER POLITICAL ACTION COMMITTEE,C,Clean energy,Energy,,,
C00750026,C3.AI INC. PAC,C,Artificial intelligence (AI),Big Tech,,,
C00750331,"THE NATIONAL MENTOR HOLDINGS, INC. FUND",C,Home health care services,Health care,,,
C00752980,UPFIELD US INC. POLITICAL ACTION COMMITTEE,C,,Food & Beverage,,,
C00754077,MODIVCARE INC. POLITICAL ACTION COMMITTEE,C,,Health Care,,,
C00754481,PART THE RED SEA,C,,Democratic PAC,,,
C00754648,"GRAIL, INC. PAC",C,BioTech,Health Care,,,
C00754838,COALITION FOR LIFE CHANGING TECHNOLOGIES PAC CORP,C,,Tech,,,
C00757401,"OPPORTUNITY FINANCIAL, LLC CREDIT ACCESS PAC",C,FinTech,Wall Street,,,
C00757856,GOBRANDS INC. POLITICAL ACTION COMMITTEE,C,Delivery service (Go Puff),Goods and Services,,,
C00757898,CLARK STREET ASSOCIATES LLC PAC,C,,Consulting ,,,
C00758896,CURA STRATEGIES PAC,C,Public Relations,Firm,,,
C00760058,POINTCLICKCARE TECHNOLOGIES USA CORP POLITICAL ACTION COMMITTEE,C,Software,Health Care,,,
C00760660,"PAIN FREE AMERICA, THE POLITICAL ACTION COMMITTEE OF ATHLETICO HOLDINGS, LLC",C,,Health Care,,,
C00761858,RWE RENEWABLES SERVICES LLC PAC,C,Nuclear ,Energy,,,
C00761890,HEALTH CAROUSEL POLITICAL ACTION COMMITTEE (HEALTH CAROUSEL PAC),C,,Health Care,,,
C00761932,TRUGREEN PAC,C,Lawn services,Goods and Services,,,
C00762427,"APPLIED RESEARCH ASSOCIATES, INC. POLITICAL ACTION COMMITTEE (ARAPAC)",C,,Consulting ,,,
C00763623,"ANDURIL INDUSTRIES, INC. POLITICAL ACTION COMMITTEE (ANDURIL PAC)",C,,Defense ,,,
C00764290,BLOOM ENERGY PAC,C,Clean energy,Energy,,,
C00766998,"VITA INCLINATA TECHNOLOGIES, INCORPORATED POLITICAL ACTION COMMITTEE",C,,Manufacturing,,,
C00768069,VITAMIN SHOPPE INDUSTRIES LLC,C,,Goods and Services ,,,
C00769810,"OWENS & MINOR, INC. POLITICAL ACTION COMMITTEE (OWENS & MINOR PAC)",C,Supplies ,Health Care,,,
C00770222,"DEXCOM, INC. POLITICAL ACTION COMMITTEE (DEXCOM PAC)",C,Diabetes monitoring,Health Care,,,
C00771196,VETERANS GUARDIAN VA CLAIM CONSULTING PAC (VETGUARD PAC),C,,Health Care ,,,
C00771592,CANOPY GROWTH USA LLC EMPLOYEES POLITICAL FORUM (CANOPY GROWTH EMPLOYEES POLITICAL FORUM),C,,Cannabis,,,
C00771667,"DT MIDSTREAM HOLDINGS, LLC PAC",C,Gas,Fossil Fuels,,,
C00772863,"SIG SAUER, INC. POLITICAL ACTION COMMITTEE (AKA 'SIG SAUER PAC')",C,,Guns & Ammo,,,
C00774075,"ARTHRITIS KNEE PAIN CENTERS, LLC OSTEOARTHRITIS RELIEF PAC",C,Specialists,Health Care ,,,
C00776880,SECOND FRONT SYSTEMS INC PAC,C,Security software,Big Tech,,,
C00777458,DARLING INGREDIENTS INC POLITICAL ACTION COMMITTEE (DARPAC),C,,Food & Beverage,,,
C00778019,KCI HOLDINGS INC. POLITICAL ACTION COMMITTEE,C,,Construction,,,
C00778183,TABACALERA USA INC. POLITICAL ACTION COMMITTEE,C,Tobacco,Goods and Services ,,,
C00779538,UNITED WHOLESALE MORTGAGE PAC,C,Mortgage,Wall Street,,,
C00779934,EG AMERICA LLC POLITICAL ACTION COMMITTEE (EG AMERICA PAC),C,,Goods and Services,,,
C00780288,PATRICK ENGINEERING INC. PAC,C,,"Construction, Engineering",,,
C00780304,"ROBINHOOD MARKETS, INC. PAC",C,,Wall Street,,,
C00781955,BEN E KEITH COMPANY FEDERAL PAC,C,,Food & Beverage,,,
C00781963,BEYOND FINANCE EMPLOYEE POLITICAL ACTION COMMITTEE,C,Debt,Wall Street,,,
C00782292,"DENTAQUEST, LLC POLITICAL ACTION COMMITTEE (DENTAQUEST PAC)",C,Dentistry,Health Care,,,
C00782532,SHIELD AI POLITICAL ACTION COMMITTEE (SAIPAC),C,AI aerospace,Defense ,,,
C00782904,PARKHILL PAC - FED,C,"Engineering, Architecture",Consulting,,,
C00783423,CACI INTERNATIONAL INC POLITICAL ACTION COMMITTEE (CACI PAC),C,Data Information,Big Tech,,,
C00785741,"TORCH RESEARCH, LLC DBA TORCH.AI POLITICAL ACTION COMMITTEE (TORCH.AI PAC)",C,Software,Big Tech,,,
C00785964,UNION HOME MORTGAGE CORP. POLITICAL ACTION COMMITTEE,C,,Banking,,,
C00786434,"U.S. PHYSICAL THERAPY, INC. PAC",C,,Health Care,,,
C00786764,SIDECAR HEALTH INC. POLITICAL ACTION COMMITTEE,C,Insurance ,Health Care,,,
C00787911,BERGESON & CAMPBELL P.C. PAC,C,,Law Firms,,,
C00000059,HALLMARK CARDS PAC,C,,Goods and Services,,,
C00010520,MEREDITH CORPORATION EMPLOYEES FUND FOR BETTER GOVERNMENT,C,,Media ,,,
C00012310,BLACK & VEATCH POLITICAL ACTION COMMITTEE (BLACK & VEATCH PAC),C,Infrastructure and consulting,Consulting ,,,
C00025395,PUBLIC SERVICE COMPANY OF NEW MEXICO RESPONSIBLE CITIZENS GROUP - FEDERAL,C,Electricity,Utilities,,,
C00033589,CORNING INCORPORATED EMPLOYEES POLITICAL ACTION COMMITTEE (COREPAC),C,,Manufacturing,,,
C00033977,R.R. DONNELLEY & SONS COMPANY GOOD GOVERNMENT FUND,C,,Goods and Services,,,
C00034330,O-I GLASS INC EMPLOYEES GOOD CITIZENSHIP FUND,C,,Manufacturing,,,
C00034827,EATON CORPORATION PUBLIC POLICY ASSOCIATION,C,,Manufacturing,,,
C00034884,"ALTICOR, INC. POLITICAL ACTION COMMITTEE ALTIPAC",C,,Goods & Services,,,
C00039206,"WILLIAMS AND JENSEN, PLLC POLITICAL ACTION COMMITTEE",C,,Law Firm,,,
C00042895,"PENNEYPAC - J.C.PENNEY CORP., INC. POLITICAL ACTION COMMITTEE",C,,Goods and Services ,,,
C00048165,ZACHRY CORPORATION POLITICAL ACTION COMMITTEE (ZACOPAC),C,,Construction ,,,
C00077552,BAKER BOTTS BLUEBONNET FUND,C,,Law Firms,,,
C00085480,OMEGA PROTEIN INC. PAC,C,,Goods and Services,,,
C00090209,YRC WORLDWIDE INC. PAC,C,,Trucking,,,
C00093096,BASIC AMERICAN INC. POLITICAL ACTION COMMITTEE DBA BASIC AMERICAN FOODS PAC,C,,Food & Beverage,,,
C00093179,AUSTIN INDUSTRIES COMPANIES POLITICAL ACTION COMMITTEE,C,,Construction ,,,
C00095109,AZOA SERVICES CORPORATION POLITICAL ACTION COMMITTEE (ALLIANZ OF AMERICA PAC),C,Insurance,Wall Street,,,
C00103697,"BECHTEL GROUP, INC. POLITICAL ACTION COMMITTEE (BECHTEL POLITICAL ACTION COMMITTEE)",C,,Construction ,,,
C00103903,"HDR, INC. EMPLOYEE OWNERS PAC",C,,Engineering ,,,
C00112623,"WHITE CASTLE SYSTEM, INC POLITICAL ACTION COMMITTEE",C,,Food & Beverage,,,
C00115568,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 4 SOCIAL ACTION COMMITTEE-FEDERAL,C,,Union,,,
C00117614,FARMERS MUTUAL HAIL INS CO OF IOWA POLITICAL ACTION COMMITTEE (FMH PAC),C,Insurance ,Wall Street,,,
C00120873,J. R. SIMPLOT COMPANY POLITICAL ACTION COMMITTEE,C,,Big Ag,,,
C00121277,KING RANCH INC POLITICAL ACTION COMMITTEE-FEDERAL,C,,Goods and Services,,,
C00131219,ROLLINS INC POLITICAL ACTION COMMITTEE,C,Pest Control,Goods and Services,,,
C00138974,TTX PAC,C,Railcars,Transportation,,,
C00139279,MICHIGAN CREDIT UNION LEAGUE LEGISLATIVE ACTION FUND,C,,Banking ,,,
C00139667,UGI CORPORATION POLITICAL ACTION COMMITTEE(UGI/PAC),C,Natural Gas,Fossil Fuels,,,
C00141382,"GANNETT FLEMING, INC  PAC",C,Engineering,Consulting,,,
C00142786,NIKE INC FEDERAL POLITICAL ACTION COMMITTEE (NIKE FEDERAL PAC),C,,Goods and Services,,,
C00144311,MACY'S INC. RETAIL ISSUES FUND,C,,Goods and Services ,,,
C00147231,CROWLEY MARITIME CORPORATION FEDERAL PAC,C,Maritime,Transportation,,,
C00148882,LINCOLN CLUB OF NORTHERN CALIFORNIA FEDERAL PAC,C,,Republican PAC,,,
C00151340,DLA PIPER LLP (US) POLITICAL ACTION COMMITTEE (DLA PIPER PAC),C,,Law Firms,,,
C00151787,CUBIC CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,C,,Big Tech,,,
C00152892,NATIONAL SOCIETY OF PROFESSIONAL SURVEYORS INC NSPS PAC,C,Gov. Relations,Lobbying ,,,
C00155564,FLORIDA RIGHT TO LIFE POLITICAL ACTION COMMITTEE,C,Pro-life,Republican PAC,,,
C00155853,CONTINENTAL GRAIN COMPANY POLITICAL ACTION COMMITTEE,C,,Big Ag,,,
C00161141,GUIDEWELL MUTUAL HOLDING CORPORATION POLITICAL ACTION COMMITTEE (GUIDEWELL PAC),C,Insurance ,Wall Street,,,
C00161414,PROTECTIVE LIFE CORPORATION FEDERAL POLITICAL ACTION COMMITTEE ('PROTECTPAC'),C,Insurance ,Wall Street,,,
C00165878,"CLECO POLITICAL ACTION COMMITTEE, CLECO CORPORATION",C,,Electricity ,,,
C00167221,ALICE MANUFACTURING COMPANY INC POLITICAL ACTION COMMITTEE,C,Investment firm,Wall Street,,,
C00168120,MCGLINCHEY STAFFORD POLITICAL ACTION COMMITTEE (MACPAC),C,,Law Firms,,,
C00168203,"THE PHOENIX COMPANIES, INC. - PAC FEDERAL",C,Insurance ,Wall Street,,,
C00169441,"DICKIE, MCCAMEY & CHILCOTE, PC POLITICAL ACTION COMMITTEE",C,,Law Firms,,,
C00172205,MUFG AMERICAS HOLDINGS CORPORATION POLITICAL ACTION COMMITTEE,C,,Banking ,,,
C00172635,BASS BROTHERS ENTERPRISES INC. - POLITICAL ACTION COMMITTEE,C,Oil/Gas,Fossil Fuels,,,
C00172775,"CALCOT, LTD. FEDERAL POLITICAL ACTION COMMITTEE",C,Cotton Farming,Big Ag,,,
C00173096,SERVICE CORPORATION INTERNATIONAL PAC,C,,Funeral Services,,,
C00176388,TEXAS INDUSTRIES INC POLITICAL ACTION COMM,C,Cement,Construction,,,
C00177741,ASPLUNDH TREE EXPERT CO POLITICAL ACTION COMMITTEE (ATE PAC),C,Vegetation,Contracting ,,,
C00182980,ARKEMA INC POLITICAL ACTION COMMITTEE,C,Chemicals,Manufacturing,,,
C00183426,ERICKSON & SEDERSTROM P C POLITICAL ACTION COMMITTEE,C,,Law Firms,,,
C00194126,BEAM SUNTORY INC POLITICAL ACTION COMMITTEE,C,Alcohol,Food & Beverage,,,
C00194555,WINSTEAD PC POLITICAL ACTION COMMITTEE,C,,Law Firms,,,
C00195362,"DENTONS COHEN & GRIGSBY P.C., POLITICAL ACTION COMMITTEE",C,,Law Firms,,,
C00195388,BUCHANAN INGERSOLL & ROONEY PC COMMITTEE FOR EFFECTIVE GOVERNMENT 'BIRPC PAC',C,,Law Firms,,,
C00200659,FLEISHMAN-HILLARD INC. PAC,C,Public Relations,Consulting,,,
C00201491,INTERGRAPH CORPORATION POLITICAL ACTION COMMITTEE,C,Software Development,Big Tech,,,
C00201863,PRIME POLICY GROUP LLC/BURSON COHN & WOLFE POLITICAL ACTION COMMITTEE,C,Public Relations,Firm,,,
C00202085,"JAFFE, RAITT, HEUER & WEISS POLITICAL COMMITTEE",C,,Law Firms,,,
C00208322,MANAGEMENT AND TRAINING CORPORATION POLITICAL ACTION COMMITTEE,C,Private prisons,Security,,,
C00212522,KELLY SERVICES INC POLITICAL ACTION COMMITTEE (KELLYPAC),C,Staffing/Workforce,Consulting ,,,
C00213231,"A DUDA & SONS, INC POLITICAL ACTION COMMITTEE",C,,Food & Beverage ,,,
C00214304,"AHOLD DELHAIZE USA, INC POLITICAL ACTION COMMITTEE",C,,Food & Beverage,,,
C00214379,HUNTER ENGINEERING COMPANY PAC,C,Vehicles,Manufacturing ,,,
C00215046,FMR LLC POLITICAL ACTION COMMITTEE STATE FEDERAL (FIDELITY PAC),C,Financial Services,Wall Street,,,
C00215053,SWEDISH MATCH NORTH AMERICA LLC PAC,C,Tobacco,Goods & Services,,,
C00215558,"MCLANE COMPANY, INC. FEDERAL POLITICAL ACTION COMMITTEE",C,,Supply Chain,,,
C00216358,SECURITY BENEFIT CORPORATION FEDERAL POLITICAL ACTION COMMITTEE,C,Life Insurance,Wall Street,,,
C00217471,MAERSK INC. POLITICAL ACTION COMMITTEE (MAERSK PAC),C,,Shipping ,,,
C00219121,SHEETZ INC POLITICAL ACTION COMMITTEE,C,Convenience Store,Food & Beverage ,,,
C00221226,TENNESSEE RIGHT TO LIFE POLITICAL ACTION COMMITTEE,C,Pro-life,Republican PAC,,,
C00224618,SERVICES GROUP OF AMERICA POLITICAL ACTION COMMITTEE (SGA PAC),C,Investment Company,Wall Street,,,
C00224790,GRAYROBINSON P.A. POLITICAL ACTION COMMITTEE,C,,Law Firms,,,
C00225342,MCGUIREWOODS FEDERAL PAC,C,,Law Firms,,,
C00228379,"ROETZEL & ANDRESS CO, LPA FSL PAC",C,,Law Firms,,,
C00233304,NAIOP-PAC,C,,Commercial Real Estate,,,
C00235911,CHROMALLOY GAS TURBINE CORPORATION POLITICAL ACTION COMMITTEE,C,Jet engine parts,Manufacturing ,,,
C00236083,S&B PAC,C,,Construction,,,
C00236760,ULLICO INC. POLITICAL ACTION COMMITTEE (ULLIPAC),C,Insurance ,Wall Street,,,
C00238691,"CORRIDOR 67, INC POLITICAL ACTION COMMITTEE - PAC 67",C,,Transportation,,,
C00239780,PHILIPS NORTH AMERICA LLC POLITICAL ACTION COMMITTEE,C,,Goods & Services,,,
C00240911,"JM FAMILY ENTERPRISES, INC. PAC",C,,Auto,,,
C00243659,HY-VEE INC EMPLOYEES' POLITICAL ACTION COMMITTEE,C,Grocery Store,Food & Beverage,,,
C00248047,"BROUSE & MCDOWELL, A LEGAL PROFESSIONAL ASSOCIATION FSL PAC",C,,Law Firms,,,
C00248658,LOS ANGELES COUNTY LINCOLN CLUB,C,,Republican PAC,,,
C00249961,ALLERPAC - JOINT COUNCIL OF ALLERGY ASTHMA AND IMMUNOLOGY,C,"Allergists, Immunologists ",Health Care,,,
C00251751,"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE",C,,Goods & Services,,,
C00254268,CROWN CORK & SEAL COMPANY INC. PAC,C,Metal Cans,Manufacturing ,,,
C00254953,JACKSON HOLDINGS LLC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND (JACKSON N,C,Insurance ,Wall Street,,,
C00255216,MILLER & CHEVALIER CHARTERED POLITICAL ACTION COMMITTEE ('MILLER & CHEVALIER PAC'),C,Lobbying,Law Firms,,,
C00255877,THE OPTIONS CLEARING CORPORATION PAC,C,Financial Services,Wall Street,,,
C00257691,OKLAHOMA COMMUNITY ACTION PROGRAM - POLITICAL ACTION COMMITTEE INC,C,,Social Work,,,
C00260331,NEW JERSEY RIGHT TO  LIFE COMMITTEE FEDERAL PAC,C,Pro-life,Republican PAC,,,
C00266585,"GREENBERG TRAURIG, P.A. PAC",C,,Law Firms,,,
C00272724,MAYNARD COOPER & GALE PC PAC,C,,Law Firms,,,
C00275123,LEONARDO DRS PAC,C,,Defense ,,,
C00275529,"FIRSTCASH, INC. POLITICAL ACTION COMMITTEE",C,Pawn store,Goods & Services,,,
C00277152,ROGERS GROUP INC. POLITICAL ACTION COMMITTEE,C,Construction materials,Manufacturing,,,
C00277988,"WINTHROP & WEINSTINE, P.A. POLITICAL FUND",C,,Law Firms,,,
C00279224,APACHE CORPORATION POLITICAL ACTION COMMITTE (APACHEPAC),C,Gas/Oil,Fossil Fuels,,,
C00280008,AKERMAN LLP PAC,C,,Law Firms,,,
C00282921,WINSTON & STRAWN LLP POLITICAL ACTION COMMITTEE,C,,Law Firms,,,
C00283440,LINDE INC. POLITICAL ACTION COMMITTEE,C,Industrial Gases,Fossil Fuels,,,
C00287003,WSP USA INC. PAC,C,Infrastructure ,Engineering ,,,
C00287714,HOLLAND AMERICA LINE INC. PAC (HALPAC),C,Cruise,Travel and Leisure ,,,
C00289058,GENESEE & WYOMING INC. PAC,C,Railroad,Travel and Leisure ,,,
C00301424,"ATTORNEYS' TITLE GUARANTY FUND, INC. FEDERAL POLITICAL ACTION COMMITTEE",C,Insurance ,Wall Street,,,
C00302240,EXPRESS SERVICES INC PAC,C,,Staffing company,,,
C00302695,GRANGE INSURANCE FEDERAL PAC,C,Insurance ,Wall Street,,,
C00303503,CONSECO INC CONCERNED CITIZENS POLITICAL ACTION COMMITTEE (PAC),C,Insurance ,Wall Street,,,
C00303883,CASE NEW HOLLAND INDUSTRIAL INC. EXCELLENCE IN GOVERNMENT FUND (CNH INDUSTRIAL EXCELLENCE IN GOVERNMENT FUND),C,Machinery ,Big Ag,,,
C00305599,"MAYER ELECTRIC SUPPLY COMPANY INC POLITICAL ACTION COMMITTEE, THE (MAYER ELECTRIC PAC)",C,Electrical Equipment,Distributor ,,,
C00309468,MSCPAC,C,,Defense ,,,
C00311142,"TROUTMAN PEPPER HAMILTON SANDERS LLP POLITICAL ACTION COMMITTEE, INC.",C,,Law Firms,,,
C00312777,COZEN O'CONNOR POLITICAL ACTION COMMITTEE,C,,Law Firms,,,
C00312785,SWISHER INTERNATIONAL INC PAC FUND,C,Tobacco,Goods & Services,,,
C00314054,AMERICAN AIR LIQUIDE HOLDINGS INC PAC,C,,Chemicals,,,
C00317735,ENVIRONMENTAL CHEMICAL CORPORATION (ECC) PAC,C,Services ,Environment ,,,
C00319194,GEORGIA OILMEN'S ASSOCIATION INC PAC (GOAPAC),C,Petroleum ,Good & Services,,,
C00321802,VT HALTER MARINE INC POLITICAL ACTION COMMITTEE,C,Maritime,Construction,,,
C00331686,FASPAC FAREWAY STORES INC PAC,C,Food Stores,Goods & Services,,,
C00337972,TOM JAMES COMPANY POLITICAL ACTION COMMITTEE,C,Clothing,Goods & Services,,,
C00340455,"AQUA AMERICA, INC. H2O POLITICAL ACTION COMMITTEE",C,"Drinking water, Wastewater",Ultilities ,,,
C00341271,DAY & ZIMMERMANN INC FEDERAL PAC (AKA 'DAYPAC - FEDERAL'),C,Engineering ,Manufacturing ,,,
C00342246,"S. C. JOHNSON & SON, INC POLITICAL ACTION COMMITTEE",C,Household items,Manufacturing,,,
C00343681,"PECKHAM INDUSTRIES, INC. FEDERAL PAC",C,,Construction ,,,
C00343749,GOVERNMENT EMPLOYEES INSURANCE COMPANY POLITICAL ACTION COMMITTEE,C,Insurance ,Wall Street,,,
C00345793,RELX INC. POLITICAL ACTION COMMITTEE,C,Information Systems,Big Tech,,,
C00350835,THE ACXIOM LLC ASSOCIATES PAC,C,Database marketing ,Big Tech,,,
C00357160,FIRE ISLAND PINES PROPERTY OWNERS ASSOCIATION INC POLITICAL ACTION COMMITTEE,C,,Real Estate,,,
C00360362,SCHWAN'S COMPANY POLITICAL ACTION COMMITTEE,C,,Food & Beverage,,,
C00361014,SODEXO INC. POLITICAL ACTION COMMITTEE,C,,Food & Beverage,,,
C00362608,COMMONWEALTH ASSOCIATION OF SCHOOL ADMINISTRATORS - TEAMSTERS LOCAL 502 PAC,C,,Union,,,
C00363853,"TRUEBLUE, INC. POLITICAL ACTION COMMITTEE",C,"Staffing, recruiting, workforce management",Consulting,,,
C00364133,DUANE MORRIS GOVERNMENT COMMITTEE,C,,Law Firms,,,
C00364471,INGRAM BARGE COMPANY POLITICAL ACTION COMMITTEE,C,Maritime,Transportation,,,
C00368902,"DAVID VOLKERT & ASSOCIATES, INC. POLITICAL ACTION COMMITTEE ('DVA/HC PAC')",C,,Consulting ,,,
C00368993,WINNING STRATEGIES WASHINGTON PAC,C,,Law Firms,,,
C00369058,"VAN SCOYOC ASSOCIATES, INC. PAC",C,,Law Firms,,,
C00370023,ANALYTICAL GRAPHICS INC PAC (AGI PAC),C,Software,Big Tech,,,
C00371385,ALEX LEE INC PAC,C,,Goods & Services,,,
C00372979,"RADIANCE TECHNOLOGIES, INC. POLITICAL ACTION COMMITTEE",C,,Manufacturing ,,,
C00375048,CONSUMER TECHNOLOGY ASSOCIATION PAC,C,,Big Tech,,,
C00375915,BUTZEL LONG FEDERAL POLITICAL ACTION COMMITTEE,C,,Law Firms,,,
C00377168,FEMINIST MAJORITY PAC,C,,Political Group,,,
C00378083,PRODUCERS RICE MILL INC PAC,C,,Food & Beverage,,,
C00378661,"BEALL'S PAC USA, INC.",C,,Goods & Services,,,
C00383976,FRIENDS OF COMMUNITY ONCOLOGY PAC,C,Oncologists,Health Care,,,
C00383992,PERATON CORP. POLITICAL ACTION COMMITTEE (A.K.A. 'PERATON PAC'),C,National Security,Defense,,,
C00385989,"ATKINS US HOLDINGS, INC. PAC",C,Weight loss products,Goods & Services,,,
C00386029,HNTB HOLDINGS LTD. PAC,C,Engineering,Transportation,,,
C00386904,FAEGRE DRINKER POLITICAL ACTION COMMITTEE (FAEGRE DRINKER PAC),C,,Law Firms,,,
C00387696,PIEDMONT STONE CENTER PLLC POLITICAL ACTION COMMITTEE,C,Mobility solutions,Health Care,,,
C00387753,SECURITY FINANCE CORPORATION OF SPARTANBURG AND AFFILIATES POLITICAL ACTION COMMITTEE,C,,Banking,,,
C00387894,GCI COMMUNICATION CORP. PAC (GCI PAC),C,Telecommuncations ,Big Tech,,,
C00388132,PRIDE MOBILITY PRODUCTS CORP PAC,C,Mobility solutions,Health Care,,,
C00388462,ITC HOLDINGS CORP. PAC (ITC PAC),C,Electricity,Energy ,,,
C00388751,HEADWATERS INCORPORATED PAC,C,,Materials,,,
C00388777,SAMMONS ENTERPRISES INC. POLITICAL ACTION COMMITTEE,C,Financial Services,Wall Street,,,
C00388827,ROCK HOLDINGS INC. PAC,C,,Real Estate,,,
C00389429,CALPORTLAND COMPANY POLITICAL ACTION COMMITTEE (CALPORTLAND PAC),C,"Stone, Glass, Clay",Materials,,,
C00390112,"RED GOLD, INC. POLITICAL ACTION COMMITTEE",C,,Food & Beverage,,,
C00390583,"BHFS-E, PC PAC (BROWNSTEIN HYATT FARBER SCHRECK POLITICAL ACTION COMMITTEE)",C,,Law Firms,,,
C00390963,ARDENT LEGACY HOLDINGS LLC GOOD GOVERNMENT FUND,C,Hospitals ,Health Care,,,
C00391979,HERZOG PAC,C,,Construction ,,,
C00392290,"POPULUS FINANCIAL GROUP, INC. PAC",C,Financial Services,Wall Street,,,
C00393173,COMERICA INCORPORATED POLTICAL ACTION COMMITTEE,C,Financial Services,Wall Street,,,
C00394460,MCDONALD HOPKINS LLC PAC,C,,Law Firms,,,
C00395186,SYNIVERSE TECHNOLOGIES POLITICAL ACTION COMMITTEE (PAC),C,Telecommuncations ,Big Tech ,,,
C00395285,FRAMATOME INC PAC,C,Nuclear ,Energy,,,
C00397893,SSA MARINE INC. GOOD GOVERNMENT FUND,C,Maritime,Transportation,,,
C00398222,CDM SMITH INC. NATIONAL PAC,C,Engineering,Firm,,,
C00398248,MICRA FEDERAL PAC OF NORCAL MUTUAL INSURANCE COMPANY; THE,C,Finance ,Wall Street,,,
C00400424,"TORCH TECHNOLOGIES, INC POLITICAL ACTION COMMITTEE",C,,Defense ,,,
C00402107,CUNA MUTUAL HOLDING COMPANY POLITICAL ACTION COMMITTEE (CUNA MUTUAL PAC),C,Insurance ,Wall Street ,,,
C00402321,GREEN DIAMOND RESOURCE COMPANY POLITICAL ACTION COMMITTEE,C,,Natural Resources,,,
C00402545,VGM MANAGEMENT LTD PAC (VGMPAC),C,Pharamceutical,Health Care,,,
C00403477,FED - MICHAEL BAKER INTERNATIONAL HOLDCO CORPORATION POLITICAL ACTION COMMITTEE (MICHAEL BAKER INTERNATIONAL PAC),C,Engineering,Consulting ,,,
C00405076,"BEST BUY CO., INC. EMPLOYEE POLITICAL FORUM",C,,Goods & Service,,,
C00405209,SCHAEFFLER GROUP USA INC POLITICAL ACTION COMMITTEE,C,,Manufacturing,,,
C00406124,HANSON PROFESSIONAL SERVICES INC PAC,C,,Consulting ,,,
C00407437,COMPORIUM INC PAC,C,Telecommuncations ,Big Tech,,,
C00409516,"DIRECT SUPPLY, INC. PARTNERS PAC (DSI PARTNERS PAC)",C,Service Provider ,Health Care,,,
C00409789,"BLESSEY MARINE SERVICE, INC. POLITICAL ACTION COMMITTEE",C,,Transportation,,,
C00409979,DYNCORP INTERNATIONAL LLC POLITICAL ACTION COMMITTEE (DIPAC),C,,Defense ,,,
C00410001,CBC COMPANIES INC PAC,C,,Banking,,,
C00410266,THE VANGUARD GROUP COMMITTEE FOR RESPONSIBLE GOVERNMENT,C,Investment Management,Wall Steet,,,
C00410324,"RENT-A-CENTER, INC. GOOD GOVERNMENT POLITICAL ACTION COMMITTEE",C,"Leasing, Rental Equipment",Good & Services,,,
