Committee ID,Committee Name,Org type,Smaller Categories,Larger Categories,source,Connected Organization,country of origin
C00135681,"FARMERS GROUP, INC., FARMERS INSURANCE EXCHANGE, FIRE INSURANCE EXCHANGE AND TRUCK INSURANCE EXCHANGE POLITICAL ACTION COMMITTEE AKA FARMERS INSURANCE PAC",C,Insurance,Wall Street,,"FARMERS GROUP, INC.",
C00135855,"DIAMONDBACK ENERGY, INC. POLITICAL ACTION COMMITTEE (DIAMONDBACK ENERGY PAC)",C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/FANG/profile?p=FANG,"DIAMONDBACK ENERGY, INC.",
C00137265,JOHN HANCOCK LIFE INSURANCE COMPANY (USA) FEDERAL POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,,JOHN HANCOCK LIFE INSURANCE COMPANY (USA),
C00137273,M&T BANK AND WILMINGTON TRUST POLITICAL ACTION COMMITTEE,C,,Banking ,,M&T BANK,
C00139451,KANSAS CITY SOUTHERN EMPLOYEE PAC,C,Railroads,Travel & Leisure,https://finance.yahoo.com/quote/KSU/profile?p=KSU,NONE,
C00140855,FIRSTENERGY CORP. POLITICAL ACTION COMMITTEE,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/FE/profile?p=FE,FIRSTENERGY CORP.,
C00141218,EXELON CORPORATION POLITICAL ACTION COMMITTEE (EXELON PAC),C,Oil/Gas,Fossil Fuels,,EXELON CORPORATION,
C00142158,COVANTA ENERGY LLC POLITICAL ACTION COMMITTEE (COVANTA PAC),C,,Waste Management,https://finance.yahoo.com/quote/CVA/profile?p=CVA,COVANTA HOLDING CORPORATION,
C00142299,JACOBS GOOD GOVERNMENT FUND OF JACOBS ENGINEERING GROUP INC.,C,,Construction,https://finance.yahoo.com/quote/J/profile?p=J,JACOBS ENGINEERING GROUP INC.,
C00142315,BOYD GAMING CORPORATION POLITICAL ACTION COMMITTEE,C,,Casinos,https://finance.yahoo.com/quote/BYD/profile?p=BYD,BOYD GAMING CORPORATION,
C00142372,PENN MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,,PENN MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,
C00142489,ALLETE PAC,C,Electric Utility,Fossil Fuels,https://finance.yahoo.com/quote/ALE/profile?p=ALE,"ALLETE, INC.",
C00142596,"BBVA USA BANCSHARES, INC. PAC",C,,Banking,https://finance.yahoo.com/quote/BBVA/profile?p=BBVA,,
C00142711,THE BOEING COMPANY POLITICAL ACTION COMMITTEE,C,,Defense,https://finance.yahoo.com/quote/BA/profile?p=BA,THE BOEING COMPANY,
C00143164,"ONEAMERICA FINANCIAL PARTNERS, INC. PAC",C,,Wall Street,https://www.oneamerica.com/about-us,,
C00143867,EQUIFAX INC. POLITICAL ACTION COMMITTEE,C,,Wall Street,https://finance.yahoo.com/quote/EFX/profile?p=EFX,"EQUIFAX INC,",
C00144147,MISSISSIPPI POWER COMPANY FEDERAL PAC,C,Electric Utility,Fossil Fuels,https://www.bloomberg.com/profile/company/1352368D:US,,
C00144345,SANOFI US SERVICES INC. EMPLOYEES' POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,https://www.sanofi.us/en/products-and-resources/prescription-products,SANOFI US SERVICES INC,
C00144774,SOUTHERN COMPANY EMPLOYEES PAC,C,Electric Utility,Fossil Fuels,https://finance.yahoo.com/quote/SO/profile?p=SO,,
C00145037,"SOUTHERN COMPANY GAS PAC, INC.",C,Oil/Gas,Fossil Fuels,,SOUTHERN COMPANY GAS,
C00145722,MURPHY OIL CORPORATION POLITICAL ACTION COMMITTEE,C,Oil/Gas,Fossil Fuels,,,
C00148031,CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC),C,,Machinery,https://finance.yahoo.com/quote/CAT/profile?p=CAT,CATERPILLAR INC.,
C00148510,"WAWA, INC. POLITICAL ACTION COMMITTEE",C,,Food & Beverage,,WAWA INC,
C00149104,CHS INC. POLITICAL ACTION COMMITTEE,C,,Big Ag,https://www.chsinc.com/our-businesses,,
C00151175,EQT CORPORATION PAC,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/EQT/profile?p=EQT,EQT CORPORATION,
C00151563,DOLLAR SAVINGS BANK POLITICAL ACTION COMMITTEE (DOLPAC),W,,Banking,,DOLLAR SAVINGS BANK,
C00153379,NV ENERGY POLITICAL ACTION COMMITTEE,C,Electric Utility,Fossil Fuels,https://www.nvenergy.com/about-nvenergy/our-company/facts,NV ENERGY,
C00153445,NATIONAL HEALTH CORPORATION POLITICAL ACTION COMMITTEE,C,,Health Care,https://nhccare.com/about-us/,NATIONAL HEALTH CORPORATION,
C00153577,ERIE INDEMNITY COMPANY PAC - FEDERAL,C,Insurance,Wall Street,https://finance.yahoo.com/quote/ERIE/profile?p=ERIE,,
C00154641,DESERT GRAPE GROWERS LEAGUE OF CALIFORNIA POLITICAL ACTION COMMITTEE,W,,Big Ag,,DESERT GRAPE GROWERS LEAGUE/CALIFORNIA,
C00156166,TRUSTMARK INSURANCE COMPANY POLITICAL ACTION COMMITTEE (TRUSTPAC),W,Insurance,Wall Street,https://www.trustmarkbenefits.com/,NONE,
C00157677,"ARAMARK SERVICES, INC. PAC (ARAMARK PAC)",C,,Food & Beverage,https://finance.yahoo.com/quote/ARMK/profile?p=ARMK,,
C00158881,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,W,Insurance,Wall Street,,NEW YORK LIFE INSURANCE COMPANY,
C00160077,UNITED COMMUNITY BANKERS PAC (BANCFIRST CORP),C,,Banking ,,NONE,
C00160630,"DRUMMOND COMPANY, INC. POLITICAL ACTION COMMITTEE (DPAC)",C,Coal,Fossil Fuels,https://www.drummondco.com/,"DRUMMOND COMPANY, INC.",
C00160770,WALGREEN CO PAC (WALGREENSPAC),C,,Health Care,https://finance.yahoo.com/quote/WBA/profile?p=WBA,WALGREEN CO,
C00160838,BACARDI U S A INC POLITICAL ACTION COMMITTEE,C,Alcohol,Food & Beverage,,BACARDI U S A INC POLITICAL ACTION COMMITTEE,
C00161422,TECO ENERGY INC EMPLOYEES' PAC,C,Electric Utility,Fossil Fuels,https://www.tecoenergy.com/,"TECO ENERGY, INC.",
C00161570,"AMERICAN PUBLIC POWER ASSOCIATION, PUBLIC OWNERSHIP OF ELECTRIC RESOURCES PAC",C,Electric Utility,Fossil Fuels,,AMERICAN PUBLIC POWER ASSOCIATION,
C00161604,COOPERATIVE OF AMERICAN PHYSICIANS FEDERAL POLITICAL ACTION COMMITTEE,C,,Health Care,https://www.linkedin.com/company/cooperative-of-american-physicians-inc-,COOPERATIVE OF AMERICAN PHYSICIANS,
C00161901,"EQUITABLE HOLDINGS, INC. POLITICAL ACTION COMMITTEE (EQUITABLE PAC)",C,Insurance,Wall Street,https://finance.yahoo.com/quote/EQH/profile?p=EQH,"EQUITABLE HOLDINGS, INC.",
C00163253,MDU RESOURCES GROUP GOOD GOVERNMENT FUND,C,Electric Utility,Fossil Fuels,https://www.mdu.com/our-company/overview/default.aspx,"MDU RESOURCES GROUP, INC.",
C00163832,CSX CORPORATION GOOD GOVERNMENT FUND,C,Railroads,Travel & Leisure,https://finance.yahoo.com/quote/CSX/profile?p=CSX,CSX CORPORATION,
C00163873,EMPLOYERS MUTUAL CASUALTY COMPANY COMMITTEE FOR RESPONSIBLE FEDERAL GOVERNMENT,C,Insurance,Wall Street,https://www.emcins.com/businessins/,EMC INSURANCE COMPANIES,
C00164145,UNITED SERVICES AUTOMOBILE ASSOCIATION EMPLOYEE PAC - USAA EMPLOYEE PAC,W,,Auto,,UNITED SERVICES AUTOMOBILE ASSOCIATION,
C00165282,OLD NATIONAL BANK PAC,C,,Banking ,,OLD NATIONAL BANK,
C00165365,G4S SECURE SOLUTIONS (USA) PAC,C,,Security,https://www.g4s.com/en-us/what-we-do,G4S SECURE SOLUTIONS (USA) PAC,
C00165589,HUNTINGTON BANCSHARES INC. POLITICAL ACTION COMMITTEE  (HBI-PAC),C,,Banking,https://finance.yahoo.com/quote/HBAN/profile?p=HBAN,HUNTINGTON BANCSHARES INC.,
C00166553,STEPHENS INC. FEDERAL POLITICAL ACTION COMMITTEE,C,,Wall Street,,STEPHENS INC,
C00166892,"BLUE BELL CREAMERIES USA, INC PAC",C,,Food & Beverage,https://www.linkedin.com/company/blue-bell-creameries,"BLUE BELL CREAMERIES USA, INC PAC",
C00167460,GLOBE LIFE INC. PAC,C,Insurance,Wall Street,https://home.globelifeinsurance.com/about,GLOBE LIFE INC.,
C00167668,ARCH RESOURCES INC. POLITICAL ACTION COMMITTEE (ARCHPAC),C,Coal,Fossil Fuels,https://www.archrsc.com/our-business/operations/,"ARCH RESOURCES, INC.",
C00167759,VIACOMCBS INC. POLITICAL ACTION COMMITTEE,C,,Broadcasting,https://finance.yahoo.com/quote/VIAC/profile?p=VIAC,,
C00168864,"THE HARTFORD FINANCIAL SERVICES GROUP, INC. PAC (AKA THE HARTFORD ADVOCATES FUND)",C,Insurance,Wall Street,https://finance.yahoo.com/quote/HIG/profile?p=HIG,"THE HARTFORD FINANCIAL SERVICES GROUP, INC. FEDERAL PAC (AKA HARTFORD ADVOCATES FEDERAL FUND)",
C00169532,HOME FEDERAL BANK OF TENNESSEE PAC,C,,Banking ,,HOME FEDERAL BANK OF TENNESSEE,
C00169821,TYSON FOODS INC POLITICAL ACTION COMMITTEE (TYPAC),C,,Food & Beverage,https://finance.yahoo.com/quote/TSN/profile?p=TSN,TYSON FOODS INC.,
C00171843,LIBERTY MUTUAL INSURANCE COMPANY - PAC,C,Insurance,Wall Street,,LIBERTY MUTUAL INSURANCE COMPANY,
C00171926,"EMPLOYEES OF DUPONT PAC - DUPONT DE NEMOURS, INC.",C,,Chemicals,https://finance.yahoo.com/quote/DD/profile?p=DD,"DUPONT DE NEMOURS, INC.",
C00173393,THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA POLITICAL ACTION COMMITTEE - FEDERAL (GUARDIAN LIFE P,C,Insurance,Wall Street,,,
C00174367,NORTHWEST NATURAL GAS POLITICAL ACTION COMMITTEE,C,Oil/Gas,Fossil Fuels,https://finance.yahoo.com/quote/NWN/profile?p=NWN,NW NATURAL,
C00174599,LAMAR ADVERTISING COMPANY POLITICAL ACTION COMMITTEE (LAMARPAC),C,billboards,Real Estate,https://finance.yahoo.com/quote/LAMR/profile?p=LAMR,,
C00177436,UNUM GROUP POLITICAL ACTION COMMITTEE (UNUMPAC),C,Insurance,Wall Street,https://finance.yahoo.com/quote/UNM/profile?p=UNM,UNUM GROUP,
C00177469,PG&E CORPORATION EMPLOYEES ENERGYPAC,C,Electric Utility,Fossil Fuels,https://finance.yahoo.com/quote/PCG/profile?p=PCG,,
C00178012,PEOPLE'S BANK FEDERAL POLITICAL ACTION COMMITTEE,C,,Banking ,,PEOPLE'S BANK FEDERAL POLITICAL ACTION COMMITTEE,
C00181529,1ST SOURCE CORPORATION POLITICAL ACTION COMMITTEE,C,,Banking,https://finance.yahoo.com/quote/SRCE/profile?p=SRCE,1ST SOURCE CORPORATION,
C00183707,RYMAN HOSPITALITY PROPERTIES POLITICAL ACTION COMMITTEE,C,,Travel & Leisure,https://www.rymanhp.com/about-us/,,
C00183962,BANCORP SOUTH BANK PAC FKA BANK OF MISSISSIPPI OFFICERS VOLUNTARY POLITICAL COMMITTEE,C,,Banking ,,BANCORPSOUTH BANK,
C00184028,"VOYA FINANCIAL, INC., POLITICAL ACTION COMMITTEE (VOYA FINANCIAL PAC)",C,,Wall Street,https://finance.yahoo.com/quote/VOYA/profile?p=VOYA,,
C00185520,UNIVERSAL HEALTH SERVICES EMPLOYEES' GOOD GOVERNMENT FUND,C,,Health Care,https://ir.uhsinc.com/,"PSYCHIATRIC SOLUTIONS, INC. FED PAC",
C00185694,ASSURANT INC. POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,https://finance.yahoo.com/quote/AIZ/profile?p=AIZ,ASSURANT INC.,
C00186064,"FEDERAL BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC. (PNC",C,,Banking,,"BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE OF THE PNC FINANCIAL SERVICES GROUP, INC. (PNC PAC)",
C00186288,"VERIZON COMMUNICATIONS, INC. POLITICAL ACTION COMMITTEE (VERIZON PAC)",C,Telecom,Big Tech,https://finance.yahoo.com/quote/VZ/profile?p=VZ,,
C00187799,NORTHWESTERN ENERGY EMPLOYEES PAC,C,Electric Utility,Fossil Fuels,https://finance.yahoo.com/quote/NWE/profile?p=NWE,NORTHWESTERN ENEREGY,
C00188177,H&R BLOCK INC. POLITICAL ACTION COMMITTEE (BLOCKPAC),C,,Tax Preparer,https://finance.yahoo.com/quote/HRB/profile?p=HRB,H&R BLOCK INC.,
C00191759,RENASANT BANK EMPLOYEES' VOLUNTARY POLITICAL COMMITTEE,C,,Banking ,,PEOPLES BANK & TRUST COMPANY,
C00192906,"FIRST MIDWEST BANCORP, INC GOVERNMENT AFFAIRS FUND",C,,Banking ,,FIRST MIDWEST BANCORP INC GOVERNMENT AFFAIRS FUND,
C00193169,STANDARD INSURANCE COMPANY POLITICAL ACTION COMMITTEE (STAN-PAC),C,Insurance,Wall Street,,STANDARD INSURANCE COMPANY,
C00193383,ARCBEST CORPORATION POLITICAL ACTION COMMITTEE,C,,Shipping ,https://arcb.com/,ARCBEST CORPORATION,
C00194084,SAFEWAY INC. POLITICAL ACTION COMMITTEE (SAFEWAY PAC),C,,Food & Beverage,,,
C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,C,Health Insurance,Health Care,,,
C00196725,HEWLETT PACKARD ENTERPRISE COMPANY PAC,C,,Big Tech,https://finance.yahoo.com/quote/HPE/profile?p=HPE,HEWLETT PACKARD ENTERPRISE COMPANY,
C00197095,THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY FEDERAL PAC,C,Insurance,Wall Street,,,
C00197202,"BLUE CROSS AND BLUE SHIELD OF KANSAS, INC. EMPLOYEE PAC",W,Health Insurance,Health Care,,"BLUE CROSS AND BLUE SHIELD OF KANSAS, INC.",
C00197228,"ANTHEM, INC. POLITICAL ACTION COMMITTEE (ANTHEM PAC)",C,Health Insurance,Health Care,,"ANTHEM, INC.",
C00197749,THE WALT DISNEY PRODUCTIONS EMPLOYEES PAC,C,,Broadcasting,https://finance.yahoo.com/quote/DIS/profile?p=DIS,WALT DISNEY PRODUCTIONS,
C00197863,ALTICE USA PAC,C,Telecom,Big Tech,https://finance.yahoo.com/quote/ATUS/profile?p=ATUS,ALTICE USA,
C00198606,ADTALEM GLOBAL EDUCATION INC. POLITICAL ACTION COMMITTEE,C,,For-Profit Eduation,https://finance.yahoo.com/quote/ATGE/profile?p=ATGE,,
C00199257,GENENTECH INC. POLITICAL ACTION COMMITTEE,C,Pharmaceutical,Health Care,https://www.gene.com/patients/medicines,GENENTECH INC.,
C00199497,"VIZIENT, INC., POLITICAL ACTION COMMITTEE",C,,Health Care,https://www.vizientinc.com/about-us,"VIZIENT, INC.",
C00199703,GLAXOSMITHKLINE LLC PAC (GSK PAC),C,Pharmaceutical,Health Care,https://www.gsk.com/en-gb/about-us/pharmaceuticals/,GLAXOSMITHKLINE LLC,
C00199711,HEALTH CARE SERVICE CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,C,Health Insurance,Health Care,https://www.hcsc.com/,,
C00200089,OWENS CORNING BETTER GOVERNMENT FUND,C,,Construction,https://finance.yahoo.com/quote/OC/profile?p=OC,OWENS CORNING,
C00200139,THE HERSHEY COMPANY POLITICAL ACTION COMMITTEE,C,,Food & Beverage,https://finance.yahoo.com/quote/HSY/profile?p=HSY,THE HERSHEY COMPANY,
C00200329,IOWA FARM BUREAU FEDERATION POLITICAL ACTION COMMITTEE/FB PAC,C,,Big Ag,https://www.iowafarmbureau.com/,FBL FINANCIAL GROUP INC. PAC,
C00200675,FARMERS GRAIN TERMINAL INC POLITICAL ACTION COMMITTEE,C,,Big Ag,,FARMERS GRAIN TERMINAL INC,
C00204099,DEERE & COMPANY PAC (AKA JOHN DEERE PAC),C,,Machinery,https://finance.yahoo.com/quote/DE/profile?p=DE,DEERE & COMPANY,
C00204180,"FUELCELL ENERGY, INC. PAC",C,,Fossil Fuels,https://www.fuelcellenergy.com/products/,"FUELCELL ENERGY, INC.",
C00205138,NORTH SHORE BANK PAC,C,,Banking ,,,
C00206136,AMEREN FEDERAL POLITICAL ACTION COMMITTEE (AMERENFED PAC),C,Electric Utility,Fossil Fuels,https://finance.yahoo.com/quote/AEE/profile?p=AEE,AMEREN CORPORATION,
C00206672,NEWMONT CORPORATION PAC (NEWPAC),C,,Gold,https://finance.yahoo.com/quote/NEM/profile?p=NEM,NEWMONT CORPORATION,
C00207258,XEROX CORPORATION POLITICAL ACTION COMMITTEE (XPAC),C,,Big Tech,https://finance.yahoo.com/quote/XRX/profile?p=XRX,XEROX CORPORATION,
C00207472,THE BRINK'S COMPANY POLITICAL ACTION COMMITTEE,C,,Security,https://finance.yahoo.com/quote/BCO/profile?p=BCO,THE BRINK'S COMPANY,
C00207795,NBT PAC FEDERAL FUND,C,,Banking,https://finance.yahoo.com/quote/NBTB/profile?p=NBTB,,
C00208249,EMPIRE DISTRICT ELECTRIC COMPANY AND LIBERTY UTILITIES CO. POLITICAL ACTION COMMITTEE D/B/A LIBERTY UTILITIES PAC,C,Electric Utility,Fossil Fuels,https://central.libertyutilities.com/all/residential/about-us/about-us-central.html,EMPIRE DISTRICT ELECTRIC COMPANY,
C00208983,MANTECH INTERNATIONAL CORPORATION POLITICAL ACTION COMMITTEE   ( A.K.A 'MANTECH PAC'),C,,Defense,https://finance.yahoo.com/quote/MANT/profile?p=MANT,MANTECH INTERNATIONAL CORPORATION,
C00210526,AMERICAN FIDELITY CORPORATION POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,https://americanfidelity.com/products/,AMERICAN FIDELITY CORPORATION,
C00210617,OHIOHEALTH STAR CORPORATION POLITICAL ACTION COMMITTEE DBA OHIOHEALTH PAC,C,,Health Care,https://www.ohiohealth.com/about-us,OHIOHEALTH STAR CORPORATION POLITICAL ACTION COMMITTEE DBA OHIOHEALTH PAC,
C00211250,AON CORPORATION POLITICAL ACTION COMMITTEE,C,Insurance,Wall Street,https://finance.yahoo.com/quote/AON/profile?p=AON,AON CORPORATION,
C00212803,HALFF ASSOCIATES FED PAC,C,,Wall Street,https://finance.yahoo.com/quote/HALFF/profile?p=HALFF,,
C00213074,HILTON WORLDWIDE POLITICAL ACTION COMMITTEE,C,Hotels,Travel & Leisure,https://finance.yahoo.com/quote/HLT/profile?p=HLT,HILTON WORLDWIDE,
C00213348,"HOLCIM (US) INC. AND AGGREGATE INDUSTRIES MANAGEMENT, INC. EMPLOYEES PAC  (A/K/A LAFARGEHOLCIM USA EMPLOYEES PAC)",C,,Construction,https://finance.yahoo.com/quote/HCMLF/profile?p=HCMLF,HOLCIM (US) INC.,
